,horse_id,父,父父,父父父,父父父父,父父父父父,父父父父母,父父父母,父父父母父,父父父母母,父父母,父父母父,父父母父父,父父母父母,父父母母,父父母母父,父父母母母,父母,父母父,父母父父,父母父父父,父母父父母,父母父母,父母父母父,父母父母母,父母母,父母母父,父母母父父,父母母父母,父母母母,父母母母父,父母母母母,母,母父,母父父,母父父父,母父父父父,母父父父母,母父父母,母父父母父,母父父母母,母父母,母父母父,母父母父父,母父母父母,母父母母,母父母母父,母父母母母,母母,母母父,母母父父,母母父父父,母母父父母,母母父母,母母父母父,母母父母母,母母母,母母母父,母母母父父,母母母父母,母母母母,母母母母父,母母母母母
243,2012110102,"Harlan's Holiday
1999 鹿毛
[血統][産駒]
Storm Bird系","Harlan
1989 黒鹿毛
[血統][産駒]","Storm Cat
(米)
1983 黒鹿毛
[血統][産駒]","Storm Bird
1978 鹿毛",Northern Dancer,South Ocean,"Terlingua
1976 栗毛",Secretariat,Crimson Saint,"Country Romance
1976 栗毛
[血統][産駒]","Halo
1969 黒鹿毛",Hail to Reason,Cosmah,"Sweet Romance
1968 鹿毛",ガンボウ,Suiti,"Christmas in Aiken
1992 鹿毛
[血統][産駒]","Affirmed
1975 栗毛
[血統][産駒]","Exclusive Native
1965 栗毛",Raise a Native,Exclusive,"Won't Tell You
1962 鹿毛",Crafty Admiral,Scarlet Ribbon,"Dowager
1980 黒鹿毛
[血統][産駒]","Honest Pleasure
1973 黒鹿毛",What a Pleasure,Tularia,"Princessnesian
1964 鹿毛",Princequillo,Alanesian,"Antics
1998 鹿毛
[血統][産駒]
FNo.[A4]","Unbridled
1987 鹿毛
[血統][産駒]","Fappiano
1977 鹿毛
[血統][産駒]","Mr. Prospector
1970 鹿毛",Raise a Native,Gold Digger,"Killaloe
1970 鹿毛",Dr. Fager,Grand Splendor,"Gana Facil
1981 栗毛
[血統][産駒]","Le Fabuleux
1961 鹿毛",Wild Risk,Anguar,"Charedi
1976 黒鹿毛",In Reality,Magic,"Aurora
1988 鹿毛
[血統][産駒]","Danzig
1977 鹿毛
[血統][産駒]","Northern Dancer
1961 鹿毛",Nearctic,Natalma,"Pas de Nom
1968 黒鹿毛",Admiral's Voyage,Petitioner,"Althea
1981 栗毛
[血統][産駒]","Alydar
1975 栗毛",Raise a Native,Sweet Tooth,"Courtly Dee
1968 黒鹿毛",Never Bend,Tulle
244,1996107183,"サンデーサイレンス
Sunday Silence(米)
1986 青鹿毛
[血統][産駒]
Halo系","Halo
1969 黒鹿毛
[血統][産駒]","Hail to Reason
1958 黒鹿毛
[血統][産駒]","Turn-to
1951 鹿毛",Royal Charger,Source Sucree,"Nothirdchance
1948 鹿毛",Blue Swords,Galla Colors,"Cosmah
1953 鹿毛
[血統][産駒]","Cosmic Bomb
1944 黒鹿毛",Pharamond,Banish Fear,"Almahmoud
1947 栗毛",Mahmoud,Arbitrator,"Wishing Well
1975 鹿毛
[血統][産駒]","Understanding
1963 栗毛
[血統][産駒]","Promised Land
1954 芦毛",Palestinian,Mahmoudess,"Pretty Ways
1953 黒鹿毛",Stymie,Pretty Jo,"Mountain Flower
1964 鹿毛
[血統][産駒]","Montparnasse
1956",Gulf Stream,Mignon,"Edelweiss
1959 鹿毛",Hillary,Dowager,"ジーナロマンティカ
Gina Romantica(米)
1988 鹿毛
[血統][産駒]
FNo.[1-e]","セクレト
Secreto(米)
1981 鹿毛
[血統][産駒]","Northern Dancer
1961 鹿毛
[血統][産駒]","Nearctic
1954 黒鹿毛",Nearco,Lady Angela,"Natalma
1957 鹿毛",Native Dancer,Almahmoud,"Betty's Secret
1977 栗毛
[血統][産駒]","Secretariat
1970 栗毛",Bold Ruler,Somethingroyal,"Betty Loraine
1965 栗毛",Prince John,Gay Hostess,"Waya
1974 鹿毛
[血統][産駒]","Faraway Son
1967 黒鹿毛
[血統][産駒]","Ambiopoise
1958 黒鹿毛",Ambiorix,Bull Poise,"Locust Time
1955 黒鹿毛",Spy Song,Snow Goose,"War Path
1963 鹿毛
[血統][産駒]","Blue Prince
1951 鹿毛",Princequillo,Blue Denim,"Alyxia
1951 栗毛",Alycidon,Gold Lily
245,1990100856,"Cure the Blues
1978 鹿毛
[血統][産駒]
Turn-to系","Stop the Music
1970 鹿毛
[血統][産駒]","Hail to Reason
1958 黒鹿毛
[血統][産駒]","Turn-to
1951 鹿毛",Royal Charger,Source Sucree,"Nothirdchance
1948 鹿毛",Blue Swords,Galla Colors,"Bebopper
1962 鹿毛
[血統][産駒]","Tom Fool
1949 鹿毛",Menow,Gaga,"Bebop
1957 鹿毛",Prince Bio,Cappellina,"Quick Cure
1971 栗毛
[血統][産駒]","Dr. Fager
1964 鹿毛
[血統][産駒]","Rough'n Tumble
1948 鹿毛",Free For All,Roused,"Aspidistra
1954 鹿毛",Better Self,Tilly Rose,"Speedwell
1960 鹿毛
[血統][産駒]","Bold Ruler
1954 黒鹿毛",Nasrullah,Miss Disco,"Imperatrice
1938 黒鹿毛",Caruso,Cinquepace,"リンクスオブゴールド
Links of Gold(米)
1985 栗毛
[血統][産駒]
FNo.[21-a]","Linkage
1979 鹿毛
[血統][産駒]","Hoist the Flag
1968 鹿毛
[血統][産駒]","Tom Rolfe
1962 鹿毛",Ribot,Pocahontas,"Wavy Navy
1954 鹿毛",War Admiral,Triomphe,"Unity Hall
1968 鹿毛
[血統][産駒]","Cyane
1959 鹿毛",Turn-to,Your Game,"Rum Bottle Bay
1959 鹿毛",Thinking Cap,Sea Snack,"State Treasure
1980 栗毛
[血統][産駒]","Secretariat
1970 栗毛
[血統][産駒]","Bold Ruler
1954 黒鹿毛",Nasrullah,Miss Disco,"Somethingroyal
1952 鹿毛",Princequillo,Imperatrice,"Diomedia
1971 鹿毛
[血統][産駒]","Sea-Bird
1962 栗毛",Dan Cupid,Sicalade,"Treasure Chest
1962 鹿毛",Rough'n Tumble,Iltis
246,2009106257,"キングカメハメハ
2001 鹿毛
[血統][産駒]
Mr. Prospector系","Kingmambo
(米)
1990 鹿毛
[血統][産駒]","Mr. Prospector
1970 鹿毛
[血統][産駒]","Raise a Native
1961 栗毛",Native Dancer,Raise You,"Gold Digger
1962 鹿毛",Nashua,Sequence,"Miesque
1984 鹿毛
[血統][産駒]","Nureyev
1977 鹿毛",Northern Dancer,Special,"Pasadoble
1979 鹿毛",Prove Out,Santa Quilla,"マンファス
Manfath(愛)
1991 黒鹿毛
[血統][産駒]","ラストタイクーン
Last Tycoon(愛)
1983 黒鹿毛
[血統][産駒]","トライマイベスト
1975 鹿毛",Northern Dancer,Sex Appeal,"Mill Princess
1977 鹿毛",Mill Reef,Irish Lass,"Pilot Bird
1983 鹿毛
[血統][産駒]","Blakeney
1966 鹿毛",Hethersett,Windmill Girl,"The Dancer
1977 鹿毛",Green Dancer,Khazaeen,"ナスカ
2003 鹿毛
[血統][産駒]
FNo.[19]","サンデーサイレンス
Sunday Silence(米)
1986 青鹿毛
[血統][産駒]","Halo
1969 黒鹿毛
[血統][産駒]","Hail to Reason
1958 黒鹿毛",Turn-to,Nothirdchance,"Cosmah
1953 鹿毛",Cosmic Bomb,Almahmoud,"Wishing Well
1975 鹿毛
[血統][産駒]","Understanding
1963 栗毛",Promised Land,Pretty Ways,"Mountain Flower
1964 鹿毛",Montparnasse,Edelweiss,"アンデスレディー
1986 栗毛
[血統][産駒]","ノーザンテースト
Northern Taste(加)
1971 栗毛
[血統][産駒]","Northern Dancer
1961 鹿毛",Nearctic,Natalma,"Lady Victoria
1962 黒鹿毛",Victoria Park,Lady Angela,"ペルースポート
1972 栗毛
[血統][産駒]","ガーサント
1949 鹿毛",Bubbles,Montagnana,"グレートターフ
1966 栗毛",Red God,レデイチヤツター
247,1997110078,"Pine Bluff
1989 鹿毛
[血統][産駒]
Danzig系","Danzig
1977 鹿毛
[血統][産駒]","Northern Dancer
1961 鹿毛
[血統][産駒]","Nearctic
1954 黒鹿毛",Nearco,Lady Angela,"Natalma
1957 鹿毛",Native Dancer,Almahmoud,"Pas de Nom
1968 黒鹿毛
[血統][産駒]","Admiral's Voyage
1959 黒鹿毛",Crafty Admiral,Olympia Lou,"Petitioner
1952 鹿毛",Petition,Steady Aim,"Rowdy Angel
1979 鹿毛
[血統][産駒]","Halo
1969 黒鹿毛
[血統][産駒]","Hail to Reason
1958 黒鹿毛",Turn-to,Nothirdchance,"Cosmah
1953 鹿毛",Cosmic Bomb,Almahmoud,"Ramhyde
1972 黒鹿毛
[血統][産駒]","Rambunctious
1960 鹿毛",Rasper,Danae,"Castle Hyde
1968 鹿毛",Tulyar,Bold Irish,"Java Magic
1990 鹿毛
[血統][産駒]
FNo.[1-n]","Java Gold
1984 鹿毛
[血統][産駒]","Key to the Mint
1969 鹿毛
[血統][産駒]","Graustark
1963 栗毛",Ribot,Flower Bowl,"Key Bridge
1959 鹿毛",Princequillo,Blue Banner,"Javamine
1973 鹿毛
[血統][産駒]","Nijinsky
1967 鹿毛",Northern Dancer,Flaming Page,"Dusky Evening
1967 鹿毛",Tim Tam,Home by Dark,"Castle Royale
1978 鹿毛
[血統][産駒]","Slady Castle
1969 鹿毛
[血統][産駒]","Tudor Melody
1956 黒鹿毛",Tudor Minstrel,Matelda,"Queen of Speed
1950 鹿毛",Blue Train,Bishopscourt,"Dotsie Go
1968 黒鹿毛
[血統][産駒]","Clandestine
1955 黒鹿毛",Double Jay,Conniver,"Gay Rose
1953 鹿毛",Princequillo,Rosegay
248,1982106115,"リィフォー
Lypheor(英)
1975 黒鹿毛
[血統][産駒]
Lyphard系","Lyphard
1969 鹿毛
[血統][産駒]","Northern Dancer
1961 鹿毛
[血統][産駒]","Nearctic
1954 黒鹿毛",Nearco,Lady Angela,"Natalma
1957 鹿毛",Native Dancer,Almahmoud,"Goofed
1960 栗毛
[血統][産駒]","Court Martial
1942 栗毛",Fair Trial,Instantaneous,"Barra
1950 栗毛",Formor,La Favorite,"Klaizia
1965 鹿毛
[血統][産駒]","Sing Sing
1957 鹿毛
[血統][産駒]","Tudor Minstrel
1944 黒鹿毛",Owen Tudor,Sansonnet,"Agin the Law
1946 鹿毛",Portlaw,Revolte,"Klainia
1960 鹿毛
[血統][産駒]","Klairon
1952 鹿毛",Clarion,Kalmia,"Kalitka
1954 鹿毛",Tourment,Princesse d'Amour,"フジノビート
1970 栗毛
[血統][産駒]
FNo.[20-d]","ネヴァービート
Never Beat(英)
1960 栃栗毛
[血統][産駒]","Never Say Die
1951 栗毛
[血統][産駒]","Nasrullah
1940 鹿毛",Nearco,Mumtaz Begum,"Singing Grass
1944 栗毛",War Admiral,Boreale,"Bride Elect
1952 鹿毛
[血統][産駒]","Big Game
1939 鹿毛",Bahram,Myrobella,"Netherton Maid
1944 鹿毛",Nearco,Phase,"フクリヨウ
1960 鹿毛
[血統][産駒]","ヒンドスタン
1946 黒鹿毛
[血統][産駒]","Bois Roussel
1935 黒鹿毛",Vatout,Plucky Liege,"Sonibai
1939 鹿毛",Solario,Udaipur,"ホウジヨウ
1952 栗毛
[血統][産駒]","トシシロ
1940 栗毛",ダイオライト,月城,"ユキメイ
1947 黒鹿毛",ミルトン,比叡
249,1985200037,"シーホーク
1963 芦毛
[血統][産駒]
Herbager系","Herbager
1956 芦毛
[血統][産駒]","Vandale
1943 鹿毛
[血統][産駒]","Plassy
1932 鹿毛",Bosworth,Pladda,"Vanille
1929 鹿毛",La Farina,Vaya,"Flagette
1951 栗毛
[血統][産駒]","Escamillo
1939 栗毛",Firdaussi,Estoril,"Fidgette
1939 栗毛",Firdaussi,Boxeuse,"Sea Nymph
1957 芦毛
[血統][産駒]","Free Man
1948 鹿毛
[血統][産駒]","Norseman
1940 鹿毛",Umidwar,Tara,"Fantine
1943 栗毛",Fantastic,Sif,"Sea Spray
1947 栗毛
[血統][産駒]","Ocean Swell
1941 鹿毛",Blue Peter,Jiffy,"Pontoon
1940 芦毛",Mahmoud,Ponteba,"ヤグララナー
1979 芦毛
[血統][産駒]","ラナーク
1963 芦毛
[血統][産駒]","Grey Sovereign
1948 芦毛
[血統][産駒]","Nasrullah
1940 鹿毛",Nearco,Mumtaz Begum,"Kong
1933 芦毛",Baytown,Clang,"Vermilion O'Toole
1952
[血統][産駒]","The Phoenix
1940 鹿毛",Chateau Bouscaut,Fille de Poete,"Gloriana
1941 芦毛",Sir Walter Raleigh,Sweet Fairy,"ハナカイドウ
1967
[血統][産駒]","エイトラックス
Atrax(仏)
1957 黒鹿毛
[血統][産駒]","Pharis
1936 黒鹿毛",Pharos,Carissima,"Sembrana
1951 栗毛",Hyperion,Orlamonde,"ミスカツクモ
1953 栗毛
[血統][産駒]","ヴイーノーピユロー
1934 栗毛",Polemarch,Vainilla,"ムールドカール
1947 鹿毛",トキノチカラ,安俊
250,1998104511,"メジロライアン
1987 鹿毛
[血統][産駒]
ノーザンテースト系","アンバーシャダイ
1977 鹿毛
[血統][産駒]","ノーザンテースト
Northern Taste(加)
1971 栗毛
[血統][産駒]","Northern Dancer
1961 鹿毛",Nearctic,Natalma,"Lady Victoria
1962 黒鹿毛",Victoria Park,Lady Angela,"クリアアンバー
Clear Amber(米)
1967 黒鹿毛
[血統][産駒]","Ambiopoise
1958 黒鹿毛",Ambiorix,Bull Poise,"One Clear Call
1960 鹿毛",Gallant Man,Europa,"メジロチェイサー
1977 鹿毛
[血統][産駒]","メジロサンマン
1963 鹿毛
[血統][産駒]","Charlottesville
1957 鹿毛",Prince Chevalier,Noorani,"パラデイシア
1957 鹿毛",Aureole,Chenille,"シエリル
Cheryl(仏)
1971 鹿毛
[血統][産駒]","スノッブ
1959 鹿毛",Mourne,Senones,"Chanel
1961 鹿毛",Pan,Barley Corn,"ドリーミングガール
1989 栗毛
[血統][産駒]","Lomond
1980 鹿毛
[血統][産駒]","Northern Dancer
1961 鹿毛
[血統][産駒]","Nearctic
1954 黒鹿毛",Nearco,Lady Angela,"Natalma
1957 鹿毛",Native Dancer,Almahmoud,"My Charmer
1969 鹿毛
[血統][産駒]","Poker
1963 鹿毛",Round Table,Glamour,"Fair Charmer
1959 栗毛",Jet Action,Myrtle Charm,"デユネット
Dunette(仏)
1976 鹿毛
[血統][産駒]","ハードツービート
1969 鹿毛
[血統][産駒]","ハーディカヌート
1962 青鹿毛",ハードリドン,Harvest Maid,"Virtuous
1962 鹿毛",Above Suspicion,Rose of India,"Pram
1969 黒鹿毛
[血統][産駒]","Fine Top
1949 黒鹿毛",Fine Art,Toupie,"Gourabe
1950 鹿毛",Admiral Drake,Godille
251,1985101019,"ノーザンディクテイター
1974 鹿毛
[血統][産駒]
Northern Dancer系","Northern Dancer
1961 鹿毛
[血統][産駒]","Nearctic
1954 黒鹿毛
[血統][産駒]","Nearco
1935 黒鹿毛",Pharos,Nogara,"Lady Angela
1944 栗毛",Hyperion,Sister Sarah,"Natalma
1957 鹿毛
[血統][産駒]","Native Dancer
1950 芦毛",Polynesian,Geisha,"Almahmoud
1947 栗毛",Mahmoud,Arbitrator,"Dictates
1964 鹿毛
[血統][産駒]","Bold Ruler
1954 黒鹿毛
[血統][産駒]","Nasrullah
1940 鹿毛",Nearco,Mumtaz Begum,"Miss Disco
1944 鹿毛",Discovery,Outdone,"Punctilious
1954 鹿毛
[血統][産駒]","Better Self
1945 鹿毛",Bimelech,Bee Mac,"Puccoon
1947 鹿毛",Bull Lea,Bloodroot,"サミースパータン
1972 鹿毛
[血統][産駒]
FNo.[14-f]","サミーデイヴィス
Sammy Davis(英)
1960 黒鹿毛
[血統][産駒]","Whistler
1950 栗毛
[血統][産駒]","Panorama
1936 栗毛",Sir Cosmo,Happy Climax,"Farthing Damages
1939 栗毛",Fair Trial,Futility,"Samaria
1955 鹿毛
[血統][産駒]","Migoli
1944 芦毛",Bois Roussel,Mah Iran,"Sarie
1946 鹿毛",Nearco,Gold Mary,"チトセワンダー
1964 黒鹿毛
[血統][産駒]","ズクロ
1948 黒鹿毛
[血統][産駒]","Nasrullah
1940 鹿毛",Nearco,Mumtaz Begum,"Castagnola
1942 黒鹿毛",Bois Roussel,Queen of Scots,"フラッタリー
Flattery(仏)
1958 黒鹿毛
[血統][産駒]","Auriban
1949 鹿毛",Pharis,Arriba,"El Goela
1944 鹿毛",Djebel,Orlamonde
252,2013106007,"ディープインパクト
2002 鹿毛
[血統][産駒]
Halo系","サンデーサイレンス
Sunday Silence(米)
1986 青鹿毛
[血統][産駒]","Halo
1969 黒鹿毛
[血統][産駒]","Hail to Reason
1958 黒鹿毛",Turn-to,Nothirdchance,"Cosmah
1953 鹿毛",Cosmic Bomb,Almahmoud,"Wishing Well
1975 鹿毛
[血統][産駒]","Understanding
1963 栗毛",Promised Land,Pretty Ways,"Mountain Flower
1964 鹿毛",Montparnasse,Edelweiss,"ウインドインハーヘア
Wind in Her Hair(愛)
1991 鹿毛
[血統][産駒]","Alzao
1980 鹿毛
[血統][産駒]","Lyphard
1969 鹿毛",Northern Dancer,Goofed,"Lady Rebecca
1971 鹿毛",Sir Ivor,Pocahontas,"Burghclere
1977 鹿毛
[血統][産駒]","Busted
1963 栗毛",Crepello,Sans le Sou,"Highclere
1971 鹿毛",Queen's Hussar,Highlight,"ハルーワスウィート
2001 栗毛
[血統][産駒]
FNo.[12-c]","Machiavellian
1987 黒鹿毛
[血統][産駒]","Mr. Prospector
1970 鹿毛
[血統][産駒]","Raise a Native
1961 栗毛",Native Dancer,Raise You,"Gold Digger
1962 鹿毛",Nashua,Sequence,"Coup de Folie
1982 鹿毛
[血統][産駒]","Halo
1969 黒鹿毛",Hail to Reason,Cosmah,"Raise the Standard
1978 鹿毛",Hoist the Flag,Natalma,"ハルーワソング
Halwa Song(米)
1996 栗毛
[血統][産駒]","Nureyev
1977 鹿毛
[血統][産駒]","Northern Dancer
1961 鹿毛",Nearctic,Natalma,"Special
1969 鹿毛",Forli,Thong,"Morn of Song
1988 鹿毛
[血統][産駒]","Blushing Groom
1974 栗毛",Red God,Runaway Bride,"Glorious Song
1976 鹿毛",Halo,Ballade
253,1986102834,"ディクタス
Dictus(仏)
1967 栗毛
[血統][産駒]
Fine Top系","Sanctus
1960 黒鹿毛
[血統][産駒]","Fine Top
1949 黒鹿毛
[血統][産駒]","Fine Art
1939 鹿毛",Artist's Proof,Finnoise,"Toupie
1943 黒鹿毛",Vatellor,Tarentella,"Sanelta
1954 鹿毛
[血統][産駒]","Tourment
1944 鹿毛",Tourbillon,Fragment,"Satanella
1941 鹿毛",Mahmoud,Avella,"Doronic
1960 栗毛
[血統][産駒]","Worden
1949 栗毛
[血統][産駒]","Wild Risk
1940 鹿毛",Rialto,Wild Violet,"Sans Tares
1939 栗毛",Sind,Tara,"Dulzetta
1954 栗毛
[血統][産駒]","Bozzetto
1936 栗毛",Pharos,Bunworry,"Dulcimer
1946 栗毛",Donatello,Dulce,"ミネルバダンサー
1978 栗毛
[血統][産駒]
FNo.[2-e]","ノーザンテースト
Northern Taste(加)
1971 栗毛
[血統][産駒]","Northern Dancer
1961 鹿毛
[血統][産駒]","Nearctic
1954 黒鹿毛",Nearco,Lady Angela,"Natalma
1957 鹿毛",Native Dancer,Almahmoud,"Lady Victoria
1962 黒鹿毛
[血統][産駒]","Victoria Park
1957 鹿毛",Chop Chop,Victoriana,"Lady Angela
1944 栗毛",Hyperion,Sister Sarah,"コトブキ
Kotobuki(英)
1972 黒鹿毛
[血統][産駒]","Karabas
1965 鹿毛
[血統][産駒]","Worden
1949 栗毛",Wild Risk,Sans Tares,"Fair Share
1957 鹿毛",Tantieme,Fair Linda,"Running Shoes
1962 鹿毛
[血統][産駒]","Gratitude
1953 栗毛",Golden Cloud,Verdura,"Confident
1953 鹿毛",The Cobbler,Turakina
254,1987103821,"ラッキーソブリン
1974 鹿毛
[血統][産駒]
Nijinsky系","Nijinsky
1967 鹿毛
[血統][産駒]","Northern Dancer
1961 鹿毛
[血統][産駒]","Nearctic
1954 黒鹿毛",Nearco,Lady Angela,"Natalma
1957 鹿毛",Native Dancer,Almahmoud,"Flaming Page
1959 鹿毛
[血統][産駒]","Bull Page
1947 鹿毛",Bull Lea,Our Page,"Flaring Top
1947 栗毛",Menow,Flaming Top,"Sovereign
1965 鹿毛
[血統][産駒]","Pardao
1958 栗毛
[血統][産駒]","Pardal
1947 鹿毛",Pharis,Adargatis,"Three Weeks
1946 栗毛",Big Game,Eleanor Cross,"Urshalim
1951 黒鹿毛
[血統][産駒]","Nasrullah
1940 鹿毛",Nearco,Mumtaz Begum,"Horama
1943 鹿毛",Panorama,Lady of Aran,"タニノベンチヤ
1971 黒鹿毛
[血統][産駒]
FNo.[14-c]","ヴェンチア
1957 黒鹿毛
[血統][産駒]","Relic
1945 青毛
[血統][産駒]","War Relic
1938 芦毛",Man o'War,Friar's Carse,"Bridal Colors
1931 青毛",Black Toney,Vaila,"Rose O'Lynn
1944 鹿毛
[血統][産駒]","Pherozshah
1934 芦毛",Pharos,Mah Mahal,"Rocklyn
1937 鹿毛",Easton,Rock Forrard,"アベイブリッジ
Abbey Bridge(英)
1958 鹿毛
[血統][産駒]","Entente Cordiale
1951 鹿毛
[血統][産駒]","Djebel
1937 鹿毛",Tourbillon,Loika,"Herringbone
1940 鹿毛",King Salmon,Schiaparelli,"British Railways
1949 鹿毛
[血統][産駒]","Umidwar
1931 鹿毛",Blandford,Uganda,"Euston
1938 鹿毛",Easton,Flinders
255,1981102512,"ブレイヴェストローマン
Bravest Roman(米)
1972 鹿毛
[血統][産駒]
Never Bend系","Never Bend
1960 鹿毛
[血統][産駒]","Nasrullah
1940 鹿毛
[血統][産駒]","Nearco
1935 黒鹿毛",Pharos,Nogara,"Mumtaz Begum
1932 鹿毛",Blenheim,Mumtaz Mahal,"Lalun
1952 鹿毛
[血統][産駒]","Djeddah
1945 栗毛",Djebel,Djezima,"Be Faithful
1942 黒鹿毛",Bimelech,Bloodroot,"Roman Song
1955 鹿毛
[血統][産駒]","Roman
1937 鹿毛
[血統][産駒]","Sir Gallahad
1920 鹿毛",Teddy,Plucky Liege,"Buckup
1928 鹿毛",Buchan,Look Up,"Quiz Song
1948 栗毛
[血統][産駒]","Sun Again
1939 栗毛",Sun Teddy,Hug Again,"Clever Song
1936 黒鹿毛",Jacopo,Flying Song,"トウカイミドリ
1977 鹿毛
[血統][産駒]
FNo.[19-b]","ファバージ
Faberge(仏)
1961 鹿毛
[血統][産駒]","Princely Gift
1951 鹿毛
[血統][産駒]","Nasrullah
1940 鹿毛",Nearco,Mumtaz Begum,"Blue Gem
1943 鹿毛",Blue Peter,Sparkle,"Spring Offensive
1943 鹿毛
[血統][産駒]","Legend of France
1935 鹿毛",Dark Legend,Francille,"Batika
1934 鹿毛",Blenheim,Brise Bise,"トウカイクイン
1966 鹿毛
[血統][産駒]","アトランティス
Atlantis(愛)
1959 鹿毛
[血統][産駒]","Milesian
1953 鹿毛",My Babu,Oatflake,"Atlantida
1953 鹿毛",ニンバス,Olympian Queen,"トツプリュウ
1959 鹿毛
[血統][産駒]","フアイナルスコア
1950 鹿毛",Balloch,Silver Spray,"ブリユーリボン
1945 黒鹿毛",ステーツマン,久友
256,1992105000,"キャロルハウス
Carroll House(愛)
1985 栗毛
[血統][産駒]
Sir Gaylord系","Lord Gayle
1965 黒鹿毛
[血統][産駒]","Sir Gaylord
1959 黒鹿毛
[血統][産駒]","Turn-to
1951 鹿毛",Royal Charger,Source Sucree,"Somethingroyal
1952 鹿毛",Princequillo,Imperatrice,"Sticky Case
1958 栗毛
[血統][産駒]","Court Martial
1942 栗毛",Fair Trial,Instantaneous,"Run Honey
1946 栗毛",Hyperion,Honey Buzzard,"Tuna
1969 栗毛
[血統][産駒]","シルバーシャーク
1963 芦毛
[血統][産駒]","Buisson Ardent
1953 鹿毛",Relic,Rose O'Lynn,"Palsaka
1954 芦毛",Palestine,Masaka,"Vimelette
1960 鹿毛
[血統][産駒]","ヴィミー
1952 黒鹿毛",Wild Risk,Mimi,"Sea Parrot
1948 栗毛",Ocean Swell,Precious Polly,"エイシンギャロップ
1984 栗毛
[血統][産駒]
FNo.[8-c]","ノーザンテースト
Northern Taste(加)
1971 栗毛
[血統][産駒]","Northern Dancer
1961 鹿毛
[血統][産駒]","Nearctic
1954 黒鹿毛",Nearco,Lady Angela,"Natalma
1957 鹿毛",Native Dancer,Almahmoud,"Lady Victoria
1962 黒鹿毛
[血統][産駒]","Victoria Park
1957 鹿毛",Chop Chop,Victoriana,"Lady Angela
1944 栗毛",Hyperion,Sister Sarah,"マルブツウイドー
1971 栗毛
[血統][産駒]","マリーノ
Marino(仏)
1956 栗毛
[血統][産駒]","Worden
1949 栗毛",Wild Risk,Sans Tares,"Buena Vista
1940 栗毛",Orwell,Anne de Bretagne,"ホイスリングウインド
1959 鹿毛
[血統][産駒]","Nasrullah
1940 鹿毛",Nearco,Mumtaz Begum,"Spring Run
1948 鹿毛",Menow,Boola Brook
257,2008100868,"タニノギムレット
1999 鹿毛
[血統][産駒]
Roberto系","ブライアンズタイム
Brian's Time(米)
1985 黒鹿毛
[血統][産駒]","Roberto
1969 鹿毛
[血統][産駒]","Hail to Reason
1958 黒鹿毛",Turn-to,Nothirdchance,"Bramalea
1959 黒鹿毛",Nashua,Rarelea,"Kelley's Day
1977 鹿毛
[血統][産駒]","Graustark
1963 栗毛",Ribot,Flower Bowl,"Golden Trail
1958 黒鹿毛",Hasty Road,Sunny Vale,"タニノクリスタル
1988 栗毛
[血統][産駒]","クリスタルパレス
Crystal Palace(仏)
1974 芦毛
[血統][産駒]","Caro
1967 芦毛",フォルティノ,Chambord,"Hermieres
1958 栗毛",Sicambre,Vieille Pierre,"タニノシーバード
Tanino Sea-Bird(米)
1972 栗毛
[血統][産駒]","Sea-Bird
1962 栗毛",Dan Cupid,Sicalade,"Flaxen
1968 栗毛",Graustark,Flavia,"ダイヤモンドピサ
2000 黒鹿毛
[血統][産駒]
FNo.[1-s]","サンデーサイレンス
Sunday Silence(米)
1986 青鹿毛
[血統][産駒]","Halo
1969 黒鹿毛
[血統][産駒]","Hail to Reason
1958 黒鹿毛",Turn-to,Nothirdchance,"Cosmah
1953 鹿毛",Cosmic Bomb,Almahmoud,"Wishing Well
1975 鹿毛
[血統][産駒]","Understanding
1963 栗毛",Promised Land,Pretty Ways,"Mountain Flower
1964 鹿毛",Montparnasse,Edelweiss,"ジョード
Jode(米)
1989 鹿毛
[血統][産駒]","Danzig
1977 鹿毛
[血統][産駒]","Northern Dancer
1961 鹿毛",Nearctic,Natalma,"Pas de Nom
1968 黒鹿毛",Admiral's Voyage,Petitioner,"Belle de Jour
1973 鹿毛
[血統][産駒]","Speak John
1958 鹿毛",Prince John,Nuit de Folies,"Battle Dress
1966 鹿毛",Jaipur,Armorial
